Application Version SamplingRate Effort simple_preds time time_est conj_total conj_pdg_metric_pruned conj_ub_est_pruned conj_computed conj_interesting disj_total disj_pdg_metric_pruned disj_ub_est_pruned disj_computed disj_interesting top_compl num_perf_compl num_perf_simple top_simple compl_cr compl_cr_is_top_perf compl_cr_pruned_conj compl_cr_pruned_disj time_compl_cr simple_cr simple_cr_is_top_perf
tot_info 2 100 5 268 18 0 35778 13568 7826 14384 531 35778 13568 22019 191 0 0.941031 0 0 0.838367 1 0 21876 22207 0 0 0
tot_info 2 1000 5 115 8 0 6555 1951 2341 2263 96 6555 1951 4571 33 0 0.642517 0 0 0.383832 1 0 3929 4603 1 0 0
tot_info 3 1 1 7 0 0 21 2 18 1 0 21 2 19 0 0 -1.0 0 0 0.025692 0 0 0 0 0 0 0
tot_info 3 1 2 7 0 0 21 1 18 2 0 21 1 20 0 0 -1.0 0 0 0.025692 0 0 0 0 0 0 0
tot_info 3 1 5 7 0 0 21 1 18 2 0 21 1 20 0 0 -1.0 0 0 0.025692 0 0 0 0 0 0 0
tot_info 3 1 10 7 0 0 21 1 18 2 0 21 1 20 0 0 -1.0 0 0 0.025692 0 0 0 0 0 0 0
tot_info 3 1.01 5 7 0 0 21 1 18 2 0 21 1 20 0 0 -1.0 0 0 0.0258565 0 0 0 0 0 0 0
tot_info 3 2 5 5 0 0 10 0 8 2 0 10 0 10 0 0 -1.0 0 0 0.0356685 0 0 0 0 0 0 0
tot_info 3 5 5 3 0 0 3 0 3 0 0 3 0 3 0 0 -1.0 0 0 0.00127314 0 0 0 0 0 0 0
tot_info 3 10 5 0 ** ** ** ** ** ** ** ** ** ** ** ** ** ** ** ** ** ** ** ** ** ** **
tot_info 3 100 5 0 ** ** ** ** ** ** ** ** ** ** ** ** ** ** ** ** ** ** ** ** ** ** **
tot_info 3 1000 5 0 ** ** ** ** ** ** ** ** ** ** ** ** ** ** ** ** ** ** ** ** ** ** **
tot_info 4 1 1 443 29 1 97903 69402 3834 24667 12605 97903 69402 23856 4645 22 0.899694 0 0 0.863827 1 0 17767 28501 7 0 0
tot_info 4 1 2 443 43 0 97903 56164 5356 36383 19744 97903 56164 34905 6834 24 0.923871 0 0 0.863827 1 0 34912 41739 5 0 0
tot_info 4 1 5 443 57 1 97903 43033 7650 47220 26219 97903 43033 46633 8237 52 0.923871 0 0 0.863827 1 0 45861 54870 6 0 0
tot_info 4 1 10 443 81 0 97903 19082 12763 66058 35234 97903 19082 67402 11419 100 0.923871 0 0 0.863827 1 0 66929 78821 8 0 0
tot_info 4 1.01 5 496 70 1 122760 54795 10290 57675 30397 122760 54795 59304 8661 42 0.923871 0 0 0.863491 1 0 57841 67965 6 0 0
tot_info 4 2 5 664 170 0 220116 96056 4618 119442 61185 220116 96056 100403 23657 11 0.912311 0 0 0.855113 1 0 90158 124060 22 0 0
tot_info 4 5 5 726 156 1 263175 112845 3836 146494 84258 263175 112845 110115 40215 14 0.89246 0 0 0.862547 1 0 72216 150317 49 0 0
tot_info 4 10 5 745 123 1 277140 120703 5313 151124 87172 277140 120703 99315 57122 18 0.883758 0 0 0.787194 1 0 78205 156434 38 0 0
tot_info 4 100 5 582 123 0 169071 62872 8539 97660 50517 169071 62872 69146 37053 19 0.869186 0 0 0.563055 1 0 81163 106198 13 0 0
tot_info 4 1000 5 229 18 1 26106 7887 1968 16251 5144 26106 7887 12520 5699 0 0.79807 0 0 0.686793 1 0 14664 18218 3 0 0
tot_info 5 1 1 403 22 0 81003 59301 4460 17242 1806 81003 59301 19280 2422 5 0.857854 0 0 0.295629 1 0 17232 21648 3 0 0
tot_info 5 1 2 403 27 0 81003 48637 6444 25922 3405 81003 48637 28520 3846 9 0.857854 0 0 0.295629 1 0 25482 32302 3 0 0
tot_info 5 1 5 403 106 0 81003 38170 8939 33894 4282 81003 38170 37819 5014 25 0.857854 0 0 0.295629 1 0 33982 42743 12 0 0
tot_info 5 1 10 403 118 0 81003 17729 14363 48911 6237 81003 17729 56389 6885 34 0.857854 0 0 0.295629 1 0 50863 63192 13 0 0
tot_info 5 1.01 5 460 131 0 105570 50695 12668 42207 5134 105570 50695 49417 5458 26 0.857806 0 0 0.295629 1 0 44639 54784 6 0 0
tot_info 5 2 5 575 214 1 165025 76163 6952 81910 3564 165025 76163 77135 11727 0 0.710002 0 0 0.186143 1 0 49931 88854 53 0 0
tot_info 5 5 5 533 183 0 141778 65659 4913 71206 2253 141778 65659 61155 14964 0 0.528412 0 0 0.186639 1 0 24629 76105 69 0 0
tot_info 5 10 5 485 150 0 117370 54620 1608 61142 1111 117370 54620 46006 16744 1 0.493859 0 0 0.223157 1 0 11011 62656 69 0 0
tot_info 5 100 5 336 35 0 56280 22747 11870 21663 27 56280 22747 30901 2632 0 0.44744 0 0 0.240064 1 0 17520 33480 9 0 0
tot_info 5 1000 5 129 14 0 8256 2232 3255 2769 1 8256 2232 5988 36 0 0.335388 0 0 0.254336 1 0 3255 5440 4 0 0
tot_info 6 1 1 432 28 0 93096 66149 656 26291 10984 93096 66149 12390 14557 62 0.905942 0 0 0.885703 1 0 24121 26933 77 0 0
tot_info 6 1 2 432 82 0 93096 53922 898 38276 16223 93096 53922 17195 21979 66 0.905942 0 0 0.885703 1 0 35217 39160 2 0 0
tot_info 6 1 5 432 60 0 93096 40710 1771 50615 21611 93096 40710 24372 28014 112 0.905942 0 0 0.885703 1 0 46807 52372 4 0 0
tot_info 6 1 10 432 53 0 93096 22109 3283 67704 28076 93096 22109 34567 36420 130 0.905942 0 0 0.885703 1 0 63711 70970 3 0 0
tot_info 6 1.01 5 478 118 0 114003 50624 1901 61478 23639 114003 50624 27329 36050 121 0.905942 0 0 0.885703 1 0 57694 63375 7 0 0
tot_info 6 2 5 658 122 1 216153 98286 3230 114637 48808 216153 98286 45024 72843 67 0.827125 0 0 0.813865 1 0 69151 117845 31 0 0
tot_info 6 5 5 708 107 0 250278 107853 2538 139887 64189 250278 107853 57007 85418 18 0.828995 0 0 0.860424 0 0 75611 142422 30 0 0
tot_info 6 10 5 717 349 1 256686 110279 5002 141405 68131 256686 110279 65723 80684 16 0.82568 0 0 0.585629 1 0 86824 146404 85 0 0
tot_info 6 100 5 518 70 0 133903 49252 6747 77904 31807 133903 49252 50240 34411 12 0.802233 0 0 0.495351 1 0 65132 84649 9 0 0
tot_info 6 1000 5 217 13 0 23436 6619 2470 14347 4065 23436 6619 11007 5810 0 0.718474 0 0 0.478895 1 0 11855 16812 3 0 0
tot_info 7 1 1 496 78 0 122760 85846 2087 34827 17028 122760 85846 26334 10580 83 0.916505 0 0 0.898051 1 0 32002 36914 3 0 0
tot_info 7 1 2 496 47 0 122760 69267 2360 51133 24680 122760 69267 38755 14738 338 0.916505 0 0 0.898051 1 0 46221 53492 4 0 0
tot_info 7 1 5 496 61 0 122760 52447 3394 66919 33107 122760 52447 52171 18142 420 0.927715 0 0 0.898051 1 0 61759 70311 5 0 0
tot_info 7 1 10 496 85 0 122760 24292 5657 92811 44020 122760 24292 72609 25859 720 0.927715 0 0 0.898051 1 0 88860 98466 5 0 0
tot_info 7 1.01 5 539 71 1 144991 62808 3585 78598 37270 144991 62808 63022 19161 412 0.933162 1 0 0.898051 1 1 73079 82182 5 0 0
tot_info 7 2 5 685 114 0 234270 105165 1122 127983 61447 234270 105165 70044 59061 83 0.905447 0 0 0.883223 1 0 101167 129102 16 0 0
tot_info 7 5 5 721 169 0 259560 118244 1282 140034 71235 259560 118244 60257 81059 39 0.903126 0 0 0.894404 1 0 119996 141303 12 0 0
tot_info 7 10 5 706 140 0 248865 115760 775 132330 72301 248865 115760 53160 79945 35 0.845444 0 0 0.784581 1 0 86622 133078 30 0 0
tot_info 7 100 5 532 69 0 141246 57391 2063 81792 39378 141246 57391 42737 41118 39 0.785248 0 0 0.742023 1 0 63943 83789 10 0 0
tot_info 7 1000 5 220 14 0 24090 6989 1333 15768 4849 24090 6989 10888 6213 0 0.683402 0 0 0.453441 1 0 12436 17092 2 0 0
tot_info 8 1 1 512 36 0 130816 90956 941 38919 25614 130816 90956 29146 10714 59 0.795775 3 1 0.768347 1 0 23624 39854 9 0 0
tot_info 8 1 2 512 51 0 130816 74087 1054 55675 37509 130816 74087 41961 14768 102 0.795775 3 1 0.768347 1 0 32821 56723 14 0 0
tot_info 8 1 5 512 68 0 130816 55473 1414 73929 49428 130816 55473 56830 18513 153 0.840927 8 1 0.768347 1 1 56314 75329 11 0 0
tot_info 8 1 10 512 98 0 130816 20349 2227 108240 72040 130816 20349 84733 25734 248 0.840927 10 1 0.768347 1 1 84235 110452 15 0 0
tot_info 8 1.01 5 557 186 0 154846 65454 1437 87955 59374 154846 65454 68200 21192 176 0.840673 11 1 0.768347 1 1 67904 89378 12 0 0
tot_info 8 2 5 725 163 1 262450 113433 184 148833 108163 262450 113433 71313 77704 109 0.794095 0 0 0.71623 1 0 68496 148977 54 0 0
tot_info 8 5 5 716 179 0 255970 108689 176 147105 106765 255970 108689 53892 93389 40 0.788778 0 0 0.664605 1 0 53345 147263 70 0 0
tot_info 8 10 5 703 125 0 246753 102922 190 143641 102416 246753 102922 50122 93709 77 0.769277 0 0 0.675211 1 0 43063 143804 54 0 0
tot_info 8 100 5 525 72 1 137550 49276 616 87658 42738 137550 49276 43029 45245 44 0.695272 0 0 0.638924 1 0 44086 88210 21 0 0
tot_info 8 1000 5 215 14 0 23005 5637 797 16571 4627 23005 5637 9911 7457 3 0.622119 0 0 0.574452 1 0 10649 17185 4 0 0
tot_info 9 1 1 420 21 0 87990 63309 3407 21274 4236 87990 63309 20509 4172 59 0.945234 0 0 0.453736 1 0 20588 24676 2 0 0
tot_info 9 1 2 420 31 0 87990 52091 4835 31064 7214 87990 52091 30002 5897 89 0.945234 0 0 0.453736 1 0 29416 35894 3 0 0
tot_info 9 1 5 420 157 0 87990 40140 6714 41136 9466 87990 40140 40139 7711 141 0.945234 0 0 0.453736 1 0 39504 47845 5 0 0
tot_info 9 1 10 420 73 0 87990 17375 11064 59551 14600 87990 17375 59929 10686 269 0.945234 0 0 0.453736 1 0 57982 70602 8 0 0
tot_info 9 1.01 5 469 220 0 109746 50923 9100 49723 11044 109746 50923 50785 8038 130 0.945234 0 0 0.453736 1 0 50885 58818 10 0 0
tot_info 9 2 5 604 130 0 182106 83808 3370 94928 7557 182106 83808 77567 20731 7 0.825479 0 0 0.33267 1 0 68475 98283 23 0 0
tot_info 9 5 5 552 109 1 152076 69976 1779 80321 2497 152076 69976 58984 23116 1 0.656646 0 0 0.337038 1 0 28003 82093 39 0 0
tot_info 9 10 5 484 218 1 116886 56108 2826 57952 931 116886 56108 39907 20871 1 0.525198 0 0 0.247233 1 0 15934 60748 56 0 0
tot_info 9 100 5 357 49 0 63546 27975 11652 23919 24 63546 27975 31589 3982 0 0.50726 0 0 0.324372 1 0 20304 35400 11 0 0
tot_info 9 1000 5 132 11 0 8646 2471 3299 2876 1 8646 2471 6121 54 0 0.31672 0 0 0.245708 1 0 3299 5574 4 0 0
tot_info 10 1 1 304 32 0 46056 35039 5207 5810 140 46056 35039 10965 52 0 0.796654 0 0 0.35252 1 0 7478 11017 6 0 0
tot_info 10 1 2 304 78 0 46056 29106 7690 9260 240 46056 29106 16889 61 0 0.796654 0 0 0.35252 1 0 11220 16950 8 0 0
tot_info 10 1 5 304 143 0 46056 23058 10705 12293 283 46056 23058 22929 69 0 0.796654 0 0 0.35252 1 0 15594 22998 9 0 0
tot_info 10 1 10 304 169 0 46056 10689 16668 18699 590 46056 10689 35276 91 0 0.796736 0 0 0.35252 1 0 23145 35367 13 0 0
tot_info 10 1.01 5 361 41 0 64980 33208 16740 15032 317 64980 33208 31694 78 0 0.796654 0 0 0.352461 1 0 22637 31772 6 0 0
tot_info 10 2 5 506 152 1 127765 59774 32762 35229 152 127765 59774 67967 24 0 0.796286 0 0 0.254696 1 0 45669 67990 29 0 0
tot_info 10 5 5 458 72 0 104653 50008 13397 41248 505 104653 50008 54572 73 0 0.865783 0 0 0.416912 1 0 31174 54644 17 0 0
tot_info 10 10 5 415 89 0 85905 41732 9537 34636 196 85905 41732 44132 41 0 0.796263 0 0 0.263279 1 0 19677 44168 27 0 0
tot_info 10 100 5 200 22 0 19900 7786 6058 6056 592 19900 7786 12073 41 0 0.866205 0 0 0.707735 1 0 11673 12114 0 0 0
tot_info 10 1000 5 21 0 0 210 7 171 32 0 210 7 203 0 0 -1.0 0 0 0.196947 0 0 0 0 1 0 0
tot_info 11 1 1 512 55 0 130816 90956 943 38917 25614 130816 90956 29133 10727 59 0.795775 0 0 0.711166 1 0 23642 39853 14 0 0
tot_info 11 1 2 512 112 0 130816 74086 1056 55674 37510 130816 74086 41949 14781 102 0.795775 0 0 0.711166 1 0 32837 56717 29 0 0
tot_info 11 1 5 512 271 0 130816 55489 1414 73913 49411 130816 55489 56774 18553 151 0.795775 0 0 0.711166 1 0 44814 75311 44 0 0
tot_info 11 1 10 512 152 0 130816 20349 2229 108238 72038 130816 20349 84684 25783 246 0.800689 0 0 0.711166 1 0 68530 110448 35 0 0
tot_info 11 1.01 5 561 175 1 157080 68164 1435 87481 59088 157080 68164 67786 21130 185 0.795775 0 0 0.710704 1 0 54692 88900 40 0 0
tot_info 11 2 5 725 274 1 262450 113791 141 148518 107112 262450 113791 68891 79768 91 0.750994 0 0 0.675972 1 0 51380 148652 107 0 0
tot_info 11 5 5 742 376 2 274911 122518 188 152205 109913 274911 122518 56647 95746 49 0.766224 0 0 0.662434 1 0 50369 152372 151 0 0
tot_info 11 10 5 714 341 1 254541 116011 166 138364 99145 254541 116011 48237 90293 44 0.778921 0 0 0.659146 1 0 40668 138517 141 0 0
tot_info 11 100 5 526 194 0 138075 53586 389 84100 42563 138075 53586 40954 43535 47 0.720926 0 0 0.647749 1 0 46795 84452 52 0 0
tot_info 11 1000 5 227 41 0 25651 7860 634 17157 5098 25651 7860 11084 6707 2 0.62997 0 0 0.579795 1 0 11214 17646 9 0 0
tot_info 12 1 1 488 43 0 118828 85616 4551 28661 16193 118828 85616 29403 3809 0 0.982567 25 1 0.965722 1 1 31521 33212 2 0 0
tot_info 12 1 2 488 65 0 118828 69372 6484 42972 24501 118828 69372 43642 5814 0 0.982567 78 1 0.965722 1 1 47186 49455 3 0 0
tot_info 12 1 5 488 152 1 118828 54217 9173 55438 32412 118828 54217 57559 7052 4 0.982567 83 1 0.965722 1 1 61962 64610 4 0 0
tot_info 12 1 10 488 218 0 118828 27778 13950 77100 44580 118828 27778 81687 9363 4 0.982567 93 1 0.965722 1 1 87782 91049 6 0 0
tot_info 12 1.01 5 539 185 1 144991 66617 12006 66368 36640 144991 66617 71117 7257 4 0.977965 31 1 0.960973 1 0 74992 78373 5 0 0
tot_info 12 2 5 743 359 1 275653 125758 3332 146563 76906 275653 125758 129482 20413 8 0.960282 52 2 0.905444 1 0 130238 149893 29 0 1
tot_info 12 5 5 782 395 1 305371 139880 1960 163531 94379 305371 139880 131056 34435 4 0.948232 58 2 0.891089 1 0 136678 165491 43 0 1
tot_info 12 10 5 812 243 0 329266 144151 1797 183318 105268 329266 144151 133641 51474 16 0.911062 0 0 0.830165 1 0 120979 185111 50 0 0
tot_info 12 100 5 600 78 0 179700 72669 2739 104292 54508 179700 72669 69403 37628 12 0.865976 0 0 0.593196 1 0 76837 107027 14 0 0
tot_info 12 1000 5 231 46 0 26565 6811 3015 16739 5468 26565 6811 13707 6047 2 0.786008 0 0 0.547859 1 0 14872 19735 6 0 0
tot_info 13 1 1 488 94 0 118828 81328 1895 35605 20077 118828 81328 27256 10244 40 0.913409 0 0 0.906252 1 0 32107 37471 9 0 0
tot_info 13 1 2 488 185 1 118828 64480 2215 52133 29517 118828 64480 39832 14516 210 0.913409 0 0 0.906252 1 0 46547 54316 9 0 0
tot_info 13 1 5 488 171 0 118828 47668 3191 67969 38877 118828 47668 53580 17580 261 0.921617 0 0 0.906252 1 0 64345 71160 11 0 0
tot_info 13 1 10 488 135 0 118828 17706 5373 95749 54327 118828 17706 75928 25194 590 0.921617 0 0 0.906252 1 0 93051 101122 7 0 0
tot_info 13 1.01 5 535 199 1 142845 59843 3210 79792 43427 142845 59843 64943 18059 311 0.921617 0 0 0.906252 1 0 75580 83002 11 0 0
tot_info 13 2 5 691 186 0 238395 101906 1216 135273 80690 238395 101906 73501 62988 96 0.895955 0 0 0.87675 1 0 100616 136447 31 0 0
tot_info 13 5 5 723 274 1 261003 118927 1176 140900 85581 261003 118927 61868 80208 45 0.876192 0 0 0.865024 1 0 85526 142030 68 0 0
tot_info 13 10 5 714 348 2 254541 115268 1078 138195 82955 254541 115268 56717 82556 32 0.852873 0 0 0.80839 1 0 80481 139237 84 0 0
tot_info 13 100 5 524 193 1 137026 53519 1792 81715 38206 137026 53519 42972 40535 51 0.764458 0 0 0.749929 1 0 58317 83463 34 0 0
tot_info 13 1000 5 226 41 0 25425 7228 1373 16824 5025 25425 7228 11539 6658 1 0.672128 0 0 0.578194 1 0 13776 18159 6 0 0
tot_info 14 1 1 7 0 0 21 2 18 1 0 21 2 19 0 0 -1.0 0 0 0.0173123 0 0 0 0 0 0 0
tot_info 14 1 2 7 0 0 21 1 18 2 0 21 1 20 0 0 -1.0 0 0 0.0173123 0 0 0 0 0 0 0
tot_info 14 1 5 7 0 0 21 1 18 2 0 21 1 20 0 0 -1.0 0 0 0.0173123 0 0 0 0 0 0 0
tot_info 14 1 10 7 0 0 21 1 18 2 0 21 1 20 0 0 -1.0 0 0 0.0173123 0 0 0 0 0 0 0
tot_info 14 1.01 5 7 0 0 21 1 18 2 0 21 1 20 0 0 -1.0 0 0 0.0176513 0 0 0 0 0 0 0
tot_info 14 2 5 4 0 0 6 0 6 0 0 6 0 6 0 0 -1.0 0 0 0.00140823 0 0 0 0 0 0 0
tot_info 14 5 5 2 0 0 1 0 1 0 0 1 0 1 0 0 -1.0 0 0 0.000388623 0 0 0 0 0 0 0
tot_info 14 10 5 0 ** ** ** ** ** ** ** ** ** ** ** ** ** ** ** ** ** ** ** ** ** ** **
tot_info 14 100 5 0 ** ** ** ** ** ** ** ** ** ** ** ** ** ** ** ** ** ** ** ** ** ** **
tot_info 14 1000 5 0 ** ** ** ** ** ** ** ** ** ** ** ** ** ** ** ** ** ** ** ** ** ** **
tot_info 15 1 1 512 73 1 130816 90956 943 38917 25614 130816 90956 29133 10727 59 0.795775 0 0 0.711166 1 0 23642 39853 18 0 0
tot_info 15 1 2 512 93 0 130816 74086 1056 55674 37510 130816 74086 41949 14781 102 0.795775 0 0 0.711166 1 0 32837 56717 24 0 0
tot_info 15 1 5 512 187 1 130816 55489 1414 73913 49411 130816 55489 56774 18553 151 0.795775 0 0 0.711166 1 0 44814 75311 45 0 0
tot_info 15 1 10 512 277 1 130816 20349 2229 108238 72038 130816 20349 84684 25783 246 0.800689 0 0 0.711166 1 0 68530 110448 64 0 0
tot_info 15 1.01 5 561 190 1 157080 68164 1435 87481 59088 157080 68164 67786 21130 185 0.795775 0 0 0.710704 1 0 54692 88900 27 0 0
tot_info 15 2 5 725 375 1 262450 113791 141 148518 107112 262450 113791 68891 79768 91 0.750994 0 0 0.675972 1 0 51380 148652 150 0 0
tot_info 15 5 5 742 445 2 274911 122518 188 152205 109913 274911 122518 56647 95746 49 0.766224 0 0 0.662434 1 0 50369 152372 182 0 0
tot_info 15 10 5 714 337 1 254541 116011 166 138364 99145 254541 116011 48237 90293 44 0.778921 0 0 0.659146 1 0 40668 138517 140 0 0
tot_info 15 100 5 524 100 1 137026 52589 389 84048 42525 137026 52589 40942 43495 47 0.720926 0 0 0.647749 1 0 46769 84400 26 0 0
tot_info 15 1000 5 225 38 0 25200 7429 634 17137 5098 25200 7429 11066 6705 2 0.62997 0 0 0.579795 1 0 11214 17626 8 0 0
tot_info 16 1 1 519 109 0 134421 90578 1355 42488 25240 134421 90578 31163 12680 75 0.90365 0 0 0.896362 1 0 35466 43762 13 0 0
tot_info 16 1 2 519 155 0 134421 71458 1564 61399 37451 134421 71458 46053 16910 258 0.904549 0 0 0.896362 1 0 57652 62903 9 0 0
tot_info 16 1 5 519 110 0 134421 53290 2203 78928 48165 134421 53290 60698 20433 316 0.904549 0 0 0.896362 1 0 74299 81049 6 0 0
tot_info 16 1 10 519 217 1 134421 21331 3835 109255 66296 134421 21331 84683 28407 578 0.904549 0 0 0.896362 1 0 104949 112987 10 0 0
tot_info 16 1.01 5 563 233 0 158203 64104 2208 91891 56759 158203 64104 70105 23994 322 0.903921 0 0 0.895608 1 0 87622 94098 10 0 0
tot_info 16 2 5 719 366 2 258121 110720 848 146553 99862 258121 110720 75451 71950 112 0.855075 0 0 0.830577 1 0 83012 147336 97 0 0
tot_info 16 5 5 741 376 1 274170 119942 790 153438 101958 274170 119942 64312 89916 59 0.814235 0 0 0.800256 1 0 60166 154162 139 0 0
tot_info 16 10 5 725 287 1 262450 116635 580 145235 102316 262450 116635 60235 85580 26 0.802392 0 0 0.762482 1 0 46804 145741 80 0 0
tot_info 16 100 5 503 188 1 126253 48352 606 77295 40985 126253 48352 37783 40118 80 0.750157 0 0 0.744981 1 0 48446 77773 40 0 0
tot_info 16 1000 5 220 39 0 24090 7103 317 16670 4496 24090 7103 10497 6490 0 0.621777 0 0 0.607254 1 0 11244 16881 7 0 0
tot_info 17 1 1 443 68 0 97903 69516 3564 24823 12672 97903 69516 22675 5712 9 0.915931 0 0 0.822182 1 0 24781 28387 6 0 0
tot_info 17 1 2 443 101 0 97903 55929 4819 37155 19867 97903 55929 33885 8089 23 0.915931 0 0 0.822182 1 0 36310 41974 8 0 0
tot_info 17 1 5 443 131 0 97903 43177 7017 47709 26237 97903 43177 45125 9601 38 0.915931 0 0 0.822182 1 0 47912 54726 11 0 0
tot_info 17 1 10 443 188 1 97903 19640 11336 66927 35899 97903 19640 65445 12818 83 0.915931 0 0 0.822182 1 0 69401 78263 13 0 0
tot_info 17 1.01 5 493 158 0 121278 55133 8908 57237 30191 121278 55133 56273 9872 48 0.915931 0 0 0.82289 1 0 58405 66145 11 0 0
tot_info 17 2 5 671 296 1 224785 101477 1819 121489 60033 224785 101477 89450 33858 18 0.882631 0 0 0.81092 1 0 87351 123308 54 0 0
tot_info 17 5 5 698 319 1 243253 112127 2094 129032 75877 243253 112127 79260 51866 40 0.852143 0 0 0.821612 1 0 56492 131105 108 0 0
tot_info 17 10 5 709 328 1 250986 112646 1474 136866 81771 250986 112646 73649 64691 23 0.842298 0 0 0.75235 1 0 56424 138338 116 0 0
tot_info 17 100 5 576 240 0 165600 63397 7250 94953 49093 165600 63397 61409 40794 30 0.852034 0 0 0.537057 1 0 80644 102202 31 0 0
tot_info 17 1000 5 228 40 1 25878 7989 1938 15951 5153 25878 7989 12258 5631 0 0.763882 0 0 0.653069 1 0 14148 17889 5 0 0
tot_info 18 1 1 525 102 1 137550 94998 2887 39665 17833 137550 94998 29013 13539 264 0.929179 0 0 0.926219 1 0 40825 42500 4 0 0
tot_info 18 1 2 525 146 0 137550 76148 3888 57514 25755 137550 76148 42801 18601 392 0.930123 12 0 0.926219 2 1 59495 61355 4 0 0
tot_info 18 1 5 525 191 1 137550 57847 5238 74465 34510 137550 57847 56304 23399 469 0.930123 14 0 0.926219 2 1 77178 79656 5 0 0
tot_info 18 1 10 525 270 1 137550 24535 7830 105185 47203 137550 24535 77926 35089 901 0.93176 21 0 0.926219 1 0 109850 112935 6 0 0
tot_info 18 1.01 5 561 213 0 157080 68821 5626 82633 37138 157080 68821 62581 25678 442 0.930123 14 0 0.926219 2 1 85886 88212 4 0 0
tot_info 18 2 5 727 360 1 263901 115639 1476 146786 79614 263901 115639 65502 82760 159 0.919578 0 0 0.90788 2 0 138720 148254 16 0 0
tot_info 18 5 5 777 405 1 301476 132549 1074 167853 98230 301476 132549 60212 108715 97 0.878547 0 0 0.834522 2 0 117301 168918 76 0 0
tot_info 18 10 5 754 375 2 283881 125317 869 157695 93299 283881 125317 58215 100349 95 0.874368 0 0 0.833139 2 0 123374 158555 51 0 0
tot_info 18 100 5 543 213 1 147153 53750 699 92704 48621 147153 53750 46300 47103 29 0.814898 0 0 0.64151 1 0 79174 93384 21 0 0
tot_info 18 1000 5 243 49 0 29403 8107 1220 20076 6221 29403 8107 13787 7509 0 0.656076 0 0 0.500822 1 0 14916 21264 8 0 0
tot_info 19 1 1 442 69 0 97461 68809 736 27916 9819 97461 68809 11281 17371 110 0.886029 0 0 0.872403 1 0 28632 28638 0 0 0
tot_info 19 1 2 442 100 1 97461 55398 1098 40965 14628 97461 55398 16373 25690 130 0.886029 0 0 0.872403 1 0 42043 42049 1 0 0
